timestamp_minutes,hour,crop_type,temperature,humidity,co2_ppm,light_lux,ethylene_ppm,temperature_floor,temperature_mid,temperature_ceiling,humidity_point_1,humidity_point_2,humidity_point_3,humidity_gradient_variance,door_open,door_cycles_today,door_cycles_cumulative,compressor_on,compressor_duty_cycle,compressor_power_kw,energy_consumed_kwh,energy_anomaly_score,room_pressure_pa,pressure_stability,condensation_risk_zones,quality_index,quality_status,rsl_hours,rsl_percent,decay_temperature,decay_humidity,decay_co2,decay_microbial,decay_infrastructure,flu_total,water_loss_percent,microbial_load,mold_risk_score,is_good,is_spoiled,quality_class,scenario_id,temp_profile,humidity_profile,initial_condition
60,1,avocado,10.05,94.31,501.6,10.1,0.62,9.74,10.1,10.59,95.18,94.69,98.96,3.646,0,0,0,1,100.0,4.704,5.019,0.881,-2.16,0.892,1,59.93,MARGINAL,398.9,99.74,0.8109,1.0,1.0,1.0,0.7413,0.0026,0.01,0.12,0.017,0,0,1,avocado_00000,optimal,optimal,fresh
205,3,mango,18.07,86.36,781.6,6.5,0.57,17.94,18.04,18.58,86.27,86.53,89.21,1.764,0,0,0,1,100.0,4.658,17.005,0.863,-3.12,0.844,0,30.44,AT_RISK,353.5,98.18,0.4385,1.0,0.9518,1.0,0.7446,0.0182,0.07,0.41,0.059,0,0,2,mango_00000,optimal,optimal,fresh
5,0,leafy_greens,2.64,97.09,401.8,5.9,0.54,2.47,2.55,3.1,96.06,97.67,94.59,1.582,0,0,0,1,50.0,5.272,0.439,1.109,-2.17,0.892,1,77.79,GOOD,239.9,99.96,1.0,1.0,1.0,1.0,0.7782,0.0004,0.0,0.01,0.001,1,0,0,leafy_greens_00000,optimal,optimal,fresh
35,0,mango,13.16,89.13,441.6,8.8,0.53,12.78,13.27,13.55,88.83,88.33,87.9,0.147,0,0,0,1,50.0,5.147,2.901,1.059,-1.83,0.909,0,77.94,GOOD,359.3,99.82,0.9909,1.0,1.0,1.0,0.7882,0.0018,0.01,0.07,0.01,1,0,0,mango_00000,optimal,optimal,fresh
10,0,avocado,7.32,92.13,417.6,13.8,0.69,6.99,7.38,7.8,90.96,91.76,90.74,0.192,0,0,0,1,50.0,5.364,0.855,1.146,-2.23,0.889,0,77.05,GOOD,399.8,99.96,1.0,1.0,1.0,1.0,0.7708,0.0004,0.0,0.02,0.003,1,0,0,avocado_00000,optimal,optimal,fresh
75,1,mango,14.54,88.55,520.7,12.4,0.57,14.13,14.76,15.12,88.76,89.53,88.53,0.184,0,0,0,1,100.0,5.216,6.32,1.086,-3.12,0.844,0,60.42,MARGINAL,358.5,99.59,0.8654,1.0,0.996,1.0,0.7045,0.0041,0.02,0.15,0.021,0,0,1,mango_00000,optimal,optimal,fresh
135,2,mango,16.33,87.43,644.9,11.9,0.5,15.78,16.23,16.93,87.47,86.4,86.63,0.211,0,0,0,1,100.0,4.859,11.285,0.944,-3.39,0.83,0,46.72,AT_RISK,356.9,99.14,0.6613,1.0,0.9773,1.0,0.7302,0.0086,0.04,0.27,0.039,0,0,2,mango_00000,optimal,optimal,fresh
35,0,avocado,8.71,92.88,439.8,10.9,0.59,8.39,8.88,9.36,91.3,92.59,92.19,0.291,0,0,0,1,50.0,4.654,2.946,0.861,-2.16,0.892,0,78.23,GOOD,399.4,99.86,0.9468,1.0,1.0,1.0,0.8277,0.0014,0.01,0.07,0.01,1,0,0,avocado_00000,optimal,optimal,fresh
1370,22,orange,20.54,85.56,739.5,9.5,0.63,20.38,20.45,21.02,87.1,84.81,85.21,1.001,0,6,6,1,100.0,4.95,114.104,0.98,-1.95,0.902,0,12.84,CRITICAL,1901.4,88.03,0.4,1.0,0.959,0.5362,0.7163,0.1197,0.39,4.583,0.764,0,0,3,orange_00000,optimal,optimal,fresh
205,3,mango,18.07,86.36,781.6,6.5,0.57,17.94,18.04,18.58,86.27,86.53,89.21,1.764,0,0,0,1,100.0,4.658,17.005,0.863,-3.12,0.844,0,30.44,AT_RISK,353.5,98.18,0.4385,1.0,0.9518,1.0,0.7446,0.0182,0.07,0.41,0.059,0,0,2,mango_00000,optimal,optimal,fresh
120,2,orange,10.9,88.36,444.0,14.1,0.6,10.68,10.83,11.3,87.42,88.53,86.34,0.798,0,0,0,1,100.0,4.648,9.865,0.859,-3.38,0.831,0,53.03,MARGINAL,2157.5,99.88,0.7126,1.0,1.0,1.0,0.7453,0.0012,0.01,0.24,0.04,0,0,1,orange_00000,optimal,optimal,fresh
35,0,leafy_greens,5.38,96.32,503.6,12.6,0.69,4.98,5.53,5.98,95.82,96.3,96.25,0.046,0,0,0,1,50.0,4.556,3.0,0.823,-1.31,0.935,0,73.45,GOOD,239.3,99.73,0.882,1.0,1.0,1.0,0.8355,0.0027,0.01,0.07,0.009,1,0,0,leafy_greens_00000,optimal,optimal,fresh
95,1,avocado,11.89,94.1,561.7,11.5,0.65,11.77,11.79,12.35,95.03,93.93,94.41,0.202,0,0,0,1,100.0,5.296,7.874,1.118,-3.92,0.804,0,41.11,AT_RISK,398.2,99.55,0.5916,1.0,1.0,1.0,0.6987,0.0045,0.02,0.19,0.027,0,0,2,avocado_00000,optimal,optimal,fresh
5,0,leafy_greens,2.64,97.09,401.8,5.9,0.54,2.47,2.55,3.1,96.06,97.67,94.59,1.582,0,0,0,1,50.0,5.272,0.439,1.109,-2.17,0.892,1,77.79,GOOD,239.9,99.96,1.0,1.0,1.0,1.0,0.7782,0.0004,0.0,0.01,0.001,1,0,0,leafy_greens_00000,optimal,optimal,fresh
335,5,avocado,22.31,93.18,1303.4,12.2,0.69,22.0,22.27,22.7,93.53,92.59,94.44,0.567,0,0,0,1,100.0,4.53,27.833,0.812,-1.47,0.927,0,23.73,CRITICAL,368.2,92.05,0.4,1.0,0.8596,1.0,0.7539,0.0795,0.14,0.67,0.096,0,0,3,avocado_00000,optimal,optimal,fresh
70,1,orange,8.87,89.16,425.0,10.8,0.66,8.54,8.86,9.46,90.3,89.06,87.47,1.343,0,0,0,1,100.0,4.511,5.712,0.805,-3.6,0.82,0,70.37,GOOD,2158.6,99.94,0.9325,1.0,1.0,1.0,0.7552,0.0006,0.01,0.14,0.023,1,0,0,orange_00000,optimal,optimal,fresh
210,3,mango,18.16,86.73,791.9,6.2,0.69,17.82,18.19,18.72,87.24,86.8,85.51,0.543,0,0,0,1,100.0,5.482,17.461,1.193,-2.76,0.862,0,27.18,CRITICAL,353.1,98.1,0.4268,1.0,0.9499,1.0,0.6853,0.019,0.07,0.42,0.06,0,0,3,mango_00000,optimal,optimal,fresh
30,0,orange,7.11,88.23,406.5,5.4,0.67,6.74,7.15,7.72,88.9,88.23,88.82,0.09,0,0,0,1,50.0,5.343,2.48,1.137,-2.23,0.888,0,77.23,GOOD,2159.4,99.97,1.0,1.0,1.0,1.0,0.7725,0.0003,0.0,0.06,0.01,1,0,0,orange_00000,optimal,optimal,fresh
30,0,orange,7.11,88.23,406.5,5.4,0.67,6.74,7.15,7.72,88.9,88.23,88.82,0.09,0,0,0,1,50.0,5.343,2.48,1.137,-2.23,0.888,0,77.23,GOOD,2159.4,99.97,1.0,1.0,1.0,1.0,0.7725,0.0003,0.0,0.06,0.01,1,0,0,orange_00000,optimal,optimal,fresh
180,3,orange,12.72,88.84,461.0,8.5,0.52,12.57,12.81,13.29,88.81,89.1,88.3,0.109,0,0,0,1,100.0,4.511,14.784,0.804,-4.05,0.797,0,36.54,AT_RISK,2155.9,99.81,0.485,1.0,1.0,1.0,0.7552,0.0019,0.02,0.36,0.06,0,0,2,orange_00000,optimal,optimal,fresh
10,0,leafy_greens,3.06,96.71,411.5,13.1,0.65,2.61,2.93,3.63,96.99,96.65,95.07,0.702,0,0,0,1,50.0,4.63,0.825,0.852,-2.01,0.9,0,82.89,GOOD,239.8,99.93,1.0,1.0,1.0,1.0,0.8296,0.0007,0.0,0.02,0.003,1,0,0,leafy_greens_00000,optimal,optimal,fresh
40,0,mango,13.29,89.36,487.9,9.1,0.61,12.96,13.21,13.66,89.94,89.31,91.62,0.954,0,0,0,1,50.0,5.248,3.338,1.099,-2.19,0.891,0,76.42,GOOD,359.2,99.79,0.982,1.0,1.0,1.0,0.7802,0.0021,0.01,0.08,0.011,1,0,0,mango_00000,optimal,optimal,fresh
10,0,orange,6.13,87.49,407.6,8.5,0.64,5.88,6.08,6.65,86.71,87.63,87.19,0.141,0,0,0,1,50.0,4.53,0.814,0.812,-1.81,0.909,0,83.75,GOOD,2159.8,99.99,1.0,1.0,1.0,1.0,0.8376,0.0001,0.0,0.02,0.003,1,0,0,orange_00000,optimal,optimal,fresh
10,0,mango,12.16,87.9,418.9,6.8,0.57,11.69,12.14,12.81,88.72,87.53,86.86,0.589,0,0,0,1,50.0,5.101,0.813,1.041,-2.14,0.893,0,79.14,GOOD,359.8,99.95,1.0,1.0,1.0,1.0,0.7919,0.0005,0.0,0.02,0.003,1,0,0,mango_00000,optimal,optimal,fresh
30,0,mango,13.03,88.97,441.3,13.7,0.57,12.82,13.01,13.45,88.69,88.44,90.08,0.518,0,0,0,1,50.0,5.062,2.472,1.025,-1.67,0.917,0,79.26,GOOD,359.4,99.84,0.9988,1.0,1.0,1.0,0.795,0.0016,0.01,0.06,0.009,1,0,0,mango_00000,optimal,optimal,fresh
175,2,mango,17.46,87.23,720.5,8.8,0.64,17.15,17.43,17.88,85.9,87.51,87.91,0.753,0,0,0,1,100.0,4.519,14.579,0.807,-3.59,0.82,0,37.13,AT_RISK,355.2,98.65,0.5189,1.0,0.9631,1.0,0.7547,0.0135,0.06,0.35,0.05,0,0,2,mango_00000,optimal,optimal,fresh
13975,232,orange,25.02,86.74,632.7,9.9,0.6,24.72,25.04,25.42,86.71,86.12,88.1,0.689,0,3,45,1,100.0,5.052,1164.093,1.021,-4.15,0.793,0,0.0,SPOILED,0.0,0.0,0.4,1.0,0.9777,0.3,0.7163,1.407,4.24,6.0,1.0,0,1,4,orange_00000,optimal,optimal,fresh
120,2,avocado,13.13,94.58,612.0,14.1,0.65,12.73,13.14,13.89,95.16,95.16,93.89,0.361,0,0,0,1,100.0,4.587,9.967,0.835,-3.53,0.823,0,31.91,AT_RISK,397.6,99.39,0.4304,1.0,0.996,1.0,0.7497,0.0061,0.03,0.24,0.034,0,0,2,avocado_00000,optimal,optimal,fresh
60,1,leafy_greens,7.48,96.42,593.2,13.0,0.5,7.05,7.47,7.78,95.77,96.2,96.9,0.216,0,0,0,1,100.0,5.056,5.116,1.022,-3.03,0.848,0,45.76,AT_RISK,238.8,99.5,0.6431,1.0,1.0,1.0,0.716,0.005,0.02,0.12,0.016,0,0,2,leafy_greens_00000,optimal,optimal,fresh
30,0,avocado,8.44,92.77,428.0,6.6,0.54,8.23,8.52,8.97,93.27,93.63,96.54,2.146,0,0,0,1,50.0,4.942,2.559,0.977,-2.6,0.87,0,77.97,GOOD,399.5,99.88,0.9705,1.0,1.0,1.0,0.8046,0.0012,0.01,0.06,0.009,1,0,0,avocado_00000,optimal,optimal,fresh
130,2,orange,11.21,88.4,443.7,5.0,0.52,10.82,11.14,11.79,89.57,88.05,91.29,1.75,0,0,0,1,100.0,4.894,10.665,0.957,-3.5,0.825,0,49.07,AT_RISK,2157.2,99.87,0.6755,1.0,1.0,1.0,0.7277,0.0013,0.02,0.26,0.043,0,0,2,orange_00000,optimal,optimal,fresh
30,0,mango,13.03,88.97,441.3,13.7,0.57,12.82,13.01,13.45,88.69,88.44,90.08,0.518,0,0,0,1,50.0,5.062,2.472,1.025,-1.67,0.917,0,79.26,GOOD,359.4,99.84,0.9988,1.0,1.0,1.0,0.795,0.0016,0.01,0.06,0.009,1,0,0,mango_00000,optimal,optimal,fresh
310,5,mango,20.69,87.41,974.6,9.9,0.5,20.36,20.68,21.15,88.74,86.95,85.49,1.766,0,0,0,1,100.0,4.778,25.675,0.911,-2.23,0.889,0,25.48,CRITICAL,344.3,95.65,0.4,1.0,0.9088,1.0,0.736,0.0435,0.12,0.62,0.089,0,0,3,mango_00000,optimal,optimal,fresh
170,2,mango,17.29,87.68,685.2,14.7,0.5,17.09,17.31,17.77,86.19,88.66,86.7,1.134,0,0,0,1,100.0,5.424,14.203,1.169,-3.6,0.82,0,35.47,AT_RISK,355.4,98.72,0.5411,1.0,0.9649,1.0,0.6895,0.0128,0.05,0.34,0.049,0,0,2,mango_00000,optimal,optimal,fresh
55,0,orange,8.29,88.87,398.0,9.9,0.59,7.97,8.39,8.78,88.03,89.39,90.02,0.691,0,0,0,1,50.0,5.137,4.538,1.055,-2.73,0.864,0,77.44,GOOD,2158.9,99.95,0.9821,1.0,1.0,1.0,0.789,0.0005,0.01,0.11,0.018,1,0,0,orange_00000,optimal,optimal,fresh
85,1,mango,14.87,88.65,544.0,5.5,0.69,14.39,14.74,15.32,88.68,89.24,89.23,0.071,0,0,0,1,100.0,5.301,7.148,1.121,-2.96,0.852,0,57.25,MARGINAL,358.3,99.53,0.8302,1.0,0.9931,1.0,0.6983,0.0047,0.02,0.17,0.024,0,0,1,mango_00000,optimal,optimal,fresh
25,0,avocado,8.22,92.86,440.4,13.6,0.69,7.92,8.35,8.73,92.36,92.49,93.95,0.52,0,0,0,1,50.0,4.872,2.147,0.949,-2.64,0.868,0,79.85,GOOD,399.6,99.9,0.9867,1.0,1.0,1.0,0.8103,0.001,0.01,0.05,0.007,1,0,0,avocado_00000,optimal,optimal,fresh
50,0,mango,13.6,89.38,463.7,11.7,0.54,13.39,13.69,13.93,88.32,89.41,88.47,0.232,0,0,0,1,50.0,4.9,4.143,0.96,-2.13,0.894,0,77.07,GOOD,359.0,99.73,0.9568,1.0,1.0,1.0,0.808,0.0027,0.01,0.1,0.014,1,0,0,mango_00000,optimal,optimal,fresh
5,0,berries,1.21,92.72,400.6,14.1,0.64,0.84,1.1,1.7,92.5,92.15,95.44,2.179,0,0,0,1,50.0,4.801,0.4,0.92,-2.06,0.897,0,81.54,GOOD,167.9,99.94,1.0,1.0,1.0,1.0,0.8159,0.0006,0.0,0.01,0.001,1,0,0,berries_00000,optimal,optimal,fresh
40,0,leafy_greens,5.82,96.08,539.3,8.2,0.51,5.63,6.04,6.48,97.28,96.16,96.94,0.221,0,0,0,1,50.0,4.805,3.401,0.922,-1.49,0.926,1,67.87,MARGINAL,239.2,99.68,0.8354,1.0,1.0,1.0,0.8156,0.0032,0.01,0.08,0.011,0,0,1,leafy_greens_00000,optimal,optimal,fresh
15,0,orange,6.45,88.26,415.8,7.4,0.67,6.15,6.58,6.98,87.54,87.36,89.29,0.761,0,0,0,1,50.0,4.818,1.216,0.927,-1.76,0.912,0,81.44,GOOD,2159.7,99.99,1.0,1.0,1.0,1.0,0.8146,0.0001,0.0,0.03,0.005,1,0,0,orange_00000,optimal,optimal,fresh
155,2,mango,16.96,87.07,673.5,6.6,0.56,16.73,16.88,17.37,87.16,87.98,88.02,0.158,0,0,0,1,100.0,5.104,12.941,1.042,-3.91,0.805,0,39.82,AT_RISK,356.1,98.92,0.5833,1.0,0.9704,1.0,0.7125,0.0108,0.05,0.31,0.044,0,0,2,mango_00000,optimal,optimal,fresh
85,1,mango,14.87,88.65,544.0,5.5,0.69,14.39,14.74,15.32,88.68,89.24,89.23,0.071,0,0,0,1,100.0,5.301,7.148,1.121,-2.96,0.852,0,57.25,MARGINAL,358.3,99.53,0.8302,1.0,0.9931,1.0,0.6983,0.0047,0.02,0.17,0.024,0,0,1,mango_00000,optimal,optimal,fresh
155,2,orange,11.95,88.4,450.8,10.0,0.58,11.64,11.99,12.37,87.92,88.01,90.11,1.028,0,0,0,1,100.0,4.888,12.769,0.955,-4.27,0.787,0,42.4,AT_RISK,2156.6,99.84,0.5836,1.0,1.0,1.0,0.728,0.0016,0.02,0.31,0.052,0,0,2,orange_00000,optimal,optimal,fresh
35,0,mango,13.16,89.13,441.6,8.8,0.53,12.78,13.27,13.55,88.83,88.33,87.9,0.147,0,0,0,1,50.0,5.147,2.901,1.059,-1.83,0.909,0,77.94,GOOD,359.3,99.82,0.9909,1.0,1.0,1.0,0.7882,0.0018,0.01,0.07,0.01,1,0,0,mango_00000,optimal,optimal,fresh
440,7,orange,18.49,86.38,462.8,11.2,0.52,18.21,18.54,19.02,85.96,85.9,86.34,0.037,0,1,1,1,100.0,5.386,36.38,1.154,-2.47,0.876,0,27.42,CRITICAL,2142.7,99.2,0.4,1.0,1.0,1.0,0.6922,0.008,0.07,0.88,0.147,0,0,3,orange_00000,optimal,optimal,fresh
25,0,orange,6.93,88.21,404.3,10.0,0.56,6.5,6.87,7.41,86.9,88.5,88.98,0.79,0,0,0,1,50.0,4.833,2.035,0.933,-1.78,0.911,0,81.31,GOOD,2159.5,99.98,1.0,1.0,1.0,1.0,0.8134,0.0002,0.0,0.05,0.008,1,0,0,orange_00000,optimal,optimal,fresh
8805,146,leafy_greens,,,417.7,10.8,0.57,,,,,,,,0,0,23,1,100.0,4.787,732.438,0.915,-2.9,0.855,0,0.0,SPOILED,0.0,0.0,0.4,0.7,1.0,0.3,0.7353,,,7.5,1.0,0,1,4,leafy_greens_00000,optimal,optimal,fresh
170,2,mango,17.29,87.68,685.2,14.7,0.5,17.09,17.31,17.77,86.19,88.66,86.7,1.134,0,0,0,1,100.0,5.424,14.203,1.169,-3.6,0.82,0,35.47,AT_RISK,355.4,98.72,0.5411,1.0,0.9649,1.0,0.6895,0.0128,0.05,0.34,0.049,0,0,2,mango_00000,optimal,optimal,fresh
9475,157,orange,25.27,87.13,619.3,7.5,0.58,24.96,25.26,25.85,87.62,86.78,85.93,0.473,0,3,28,1,100.0,5.116,788.863,1.046,-2.0,0.9,0,0.52,SPOILED,144.3,6.68,0.4,1.0,0.9828,0.3,0.7117,0.9332,2.83,6.0,1.0,0,1,4,orange_00000,optimal,optimal,fresh
940,15,orange,25.36,85.58,576.9,14.2,0.63,25.09,25.35,25.74,85.02,85.68,86.69,0.47,0,6,6,1,100.0,4.645,78.121,0.858,-2.36,0.882,0,22.79,CRITICAL,2020.6,93.55,0.4,1.0,0.9892,0.839,0.7381,0.0645,0.24,2.649,0.442,0,0,3,orange_00000,optimal,optimal,fresh
75,1,leafy_greens,8.69,96.48,650.6,7.8,0.55,8.38,8.44,9.14,98.09,96.36,96.06,0.802,0,0,0,1,100.0,4.586,6.296,0.834,-3.06,0.847,1,36.36,AT_RISK,238.4,99.33,0.4889,1.0,1.0,1.0,0.7498,0.0067,0.02,0.15,0.02,0,0,2,leafy_greens_00000,optimal,optimal,fresh
285,4,leafy_greens,24.38,97.92,1883.6,6.8,0.63,24.05,24.6,24.89,98.25,97.9,97.89,0.028,0,0,0,1,100.0,4.764,23.845,0.906,-2.2,0.89,3,17.77,CRITICAL,188.4,78.48,0.4,1.0,0.7741,1.0,0.737,0.2152,0.13,1.129,0.151,0,0,3,leafy_greens_00000,optimal,optimal,fresh
10,0,leafy_greens,3.06,96.71,411.5,13.1,0.65,2.61,2.93,3.63,96.99,96.65,95.07,0.702,0,0,0,1,50.0,4.63,0.825,0.852,-2.01,0.9,0,82.89,GOOD,239.8,99.93,1.0,1.0,1.0,1.0,0.8296,0.0007,0.0,0.02,0.003,1,0,0,leafy_greens_00000,optimal,optimal,fresh
40,0,leafy_greens,5.82,96.08,539.3,8.2,0.51,5.63,6.04,6.48,97.28,96.16,96.94,0.221,0,0,0,1,50.0,4.805,3.401,0.922,-1.49,0.926,1,67.87,MARGINAL,239.2,99.68,0.8354,1.0,1.0,1.0,0.8156,0.0032,0.01,0.08,0.011,0,0,1,leafy_greens_00000,optimal,optimal,fresh
15,0,avocado,7.58,92.05,419.2,13.4,0.58,7.37,7.64,7.89,91.17,91.85,91.04,0.127,0,0,0,1,50.0,5.379,1.303,1.152,-2.24,0.888,0,76.91,GOOD,399.8,99.94,1.0,1.0,1.0,1.0,0.7697,0.0006,0.0,0.03,0.004,1,0,0,avocado_00000,optimal,optimal,fresh
5,0,orange,5.86,87.47,408.3,13.6,0.69,5.77,5.89,6.51,85.88,87.31,87.45,0.506,0,0,0,1,50.0,5.239,0.437,1.096,-1.81,0.909,0,78.09,GOOD,2159.9,100.0,1.0,1.0,1.0,1.0,0.7809,0.0,0.0,0.01,0.002,1,0,0,orange_00000,optimal,optimal,fresh
25,0,berries,3.04,93.18,448.9,7.8,0.53,2.86,3.23,3.52,94.31,92.19,91.91,1.15,0,0,0,1,50.0,4.801,2.015,0.921,-1.87,0.906,0,74.48,GOOD,167.5,99.7,0.9158,1.0,1.0,1.0,0.8159,0.003,0.0,0.05,0.006,1,0,0,berries_00000,optimal,optimal,fresh
35,0,mango,13.16,89.13,441.6,8.8,0.53,12.78,13.27,13.55,88.83,88.33,87.9,0.147,0,0,0,1,50.0,5.147,2.901,1.059,-1.83,0.909,0,77.94,GOOD,359.3,99.82,0.9909,1.0,1.0,1.0,0.7882,0.0018,0.01,0.07,0.01,1,0,0,mango_00000,optimal,optimal,fresh
60,1,orange,8.47,88.72,410.2,7.2,0.59,8.29,8.46,8.96,88.3,88.12,88.99,0.142,0,0,0,1,100.0,4.551,4.917,0.82,-2.99,0.851,0,72.76,GOOD,2158.8,99.95,0.9678,1.0,1.0,1.0,0.7523,0.0005,0.01,0.12,0.02,1,0,0,orange_00000,optimal,optimal,fresh
120,2,orange,10.9,88.36,444.0,14.1,0.6,10.68,10.83,11.3,87.42,88.53,86.34,0.798,0,0,0,1,100.0,4.648,9.865,0.859,-3.38,0.831,0,53.03,MARGINAL,2157.5,99.88,0.7126,1.0,1.0,1.0,0.7453,0.0012,0.01,0.24,0.04,0,0,1,orange_00000,optimal,optimal,fresh
155,2,orange,11.95,88.4,450.8,10.0,0.58,11.64,11.99,12.37,87.92,88.01,90.11,1.028,0,0,0,1,100.0,4.888,12.769,0.955,-4.27,0.787,0,42.4,AT_RISK,2156.6,99.84,0.5836,1.0,1.0,1.0,0.728,0.0016,0.02,0.31,0.052,0,0,2,orange_00000,optimal,optimal,fresh
55,0,mango,13.78,89.36,489.4,9.3,0.61,13.54,13.8,14.34,89.86,90.16,91.72,0.662,0,0,0,1,50.0,5.108,4.568,1.043,-2.39,0.881,0,74.2,GOOD,358.9,99.71,0.9409,1.0,1.0,1.0,0.7914,0.0029,0.01,0.11,0.016,1,0,0,mango_00000,optimal,optimal,fresh
20,0,berries,2.64,92.99,429.5,6.6,0.52,2.4,2.68,3.33,93.13,92.86,94.16,0.315,0,0,0,1,50.0,4.542,1.615,0.817,-1.85,0.907,0,79.55,GOOD,167.6,99.76,0.9531,1.0,1.0,1.0,0.8366,0.0024,0.0,0.04,0.005,1,0,0,berries_00000,optimal,optimal,fresh
20,0,orange,6.71,87.82,387.6,9.6,0.64,6.48,6.63,7.09,86.54,88.65,86.03,1.282,0,0,0,1,50.0,5.0,1.632,1.0,-1.62,0.919,0,79.98,GOOD,2159.6,99.98,1.0,1.0,1.0,1.0,0.8,0.0002,0.0,0.04,0.007,1,0,0,orange_00000,optimal,optimal,fresh
105,1,avocado,12.36,94.64,587.7,8.9,0.61,11.96,12.36,13.02,94.69,94.68,92.86,0.739,0,0,0,1,100.0,4.944,8.698,0.978,-3.82,0.809,0,38.26,AT_RISK,397.9,99.48,0.5317,1.0,1.0,1.0,0.724,0.0052,0.03,0.21,0.03,0,0,2,avocado_00000,optimal,optimal,fresh
16545,275,orange,24.39,84.53,570.9,11.2,0.57,23.94,24.44,24.91,83.4,83.38,84.51,0.277,0,3,53,1,100.0,5.044,1377.955,1.018,-2.08,0.896,0,0.0,SPOILED,0.0,0.0,0.4,0.986,0.9886,0.3,0.7168,1.6505,4.98,6.0,1.0,0,1,4,orange_00000,optimal,optimal,fresh
35,0,avocado,8.71,92.88,439.8,10.9,0.59,8.39,8.88,9.36,91.3,92.59,92.19,0.291,0,0,0,1,50.0,4.654,2.946,0.861,-2.16,0.892,0,78.23,GOOD,399.4,99.86,0.9468,1.0,1.0,1.0,0.8277,0.0014,0.01,0.07,0.01,1,0,0,avocado_00000,optimal,optimal,fresh
125,2,orange,11.08,88.11,445.9,7.7,0.64,10.78,11.13,11.48,87.58,88.69,89.76,0.795,0,0,0,1,100.0,4.699,10.257,0.879,-3.01,0.849,0,51.18,MARGINAL,2157.3,99.88,0.6912,1.0,1.0,1.0,0.7417,0.0012,0.01,0.25,0.042,0,0,1,orange_00000,optimal,optimal,fresh
475,7,avocado,30.32,92.93,2190.0,11.0,0.67,30.18,30.43,30.79,93.98,92.81,90.61,1.948,0,0,0,1,100.0,4.513,39.73,0.805,-2.91,0.855,0,13.71,CRITICAL,276.6,69.16,0.4,1.0,0.6638,1.0,0.7551,0.3084,0.29,1.08,0.154,0,0,3,avocado_00000,optimal,optimal,fresh
25,0,berries,3.04,93.18,448.9,7.8,0.53,2.86,3.23,3.52,94.31,92.19,91.91,1.15,0,0,0,1,50.0,4.801,2.015,0.921,-1.87,0.906,0,74.48,GOOD,167.5,99.7,0.9158,1.0,1.0,1.0,0.8159,0.003,0.0,0.05,0.006,1,0,0,berries_00000,optimal,optimal,fresh
20,0,orange,6.71,87.82,387.6,9.6,0.64,6.48,6.63,7.09,86.54,88.65,86.03,1.282,0,0,0,1,50.0,5.0,1.632,1.0,-1.62,0.919,0,79.98,GOOD,2159.6,99.98,1.0,1.0,1.0,1.0,0.8,0.0002,0.0,0.04,0.007,1,0,0,orange_00000,optimal,optimal,fresh
15,0,orange,6.45,88.26,415.8,7.4,0.67,6.15,6.58,6.98,87.54,87.36,89.29,0.761,0,0,0,1,50.0,4.818,1.216,0.927,-1.76,0.912,0,81.44,GOOD,2159.7,99.99,1.0,1.0,1.0,1.0,0.8146,0.0001,0.0,0.03,0.005,1,0,0,orange_00000,optimal,optimal,fresh
65,1,orange,8.67,89.14,403.8,12.1,0.52,8.38,8.61,9.25,90.02,88.55,90.59,0.737,0,0,0,1,100.0,5.027,5.336,1.011,-3.0,0.85,0,68.17,MARGINAL,2158.7,99.94,0.9502,1.0,1.0,1.0,0.7181,0.0006,0.01,0.13,0.022,0,0,1,orange_00000,optimal,optimal,fresh
150,2,berries,13.77,93.63,995.4,10.6,0.64,13.45,13.79,14.15,92.58,93.52,91.39,0.755,0,0,0,1,100.0,5.414,12.514,1.166,-3.41,0.83,0,23.36,CRITICAL,153.7,91.51,0.4,1.0,0.9259,1.0,0.6902,0.0849,0.03,0.3,0.038,0,0,3,berries_00000,optimal,optimal,fresh
30,0,mango,13.03,88.97,441.3,13.7,0.57,12.82,13.01,13.45,88.69,88.44,90.08,0.518,0,0,0,1,50.0,5.062,2.472,1.025,-1.67,0.917,0,79.26,GOOD,359.4,99.84,0.9988,1.0,1.0,1.0,0.795,0.0016,0.01,0.06,0.009,1,0,0,mango_00000,optimal,optimal,fresh
490,8,avocado,31.57,93.01,2329.8,11.4,0.57,31.41,31.52,31.93,92.15,92.5,92.37,0.02,0,0,0,1,100.0,5.34,40.959,1.136,-3.01,0.849,0,11.09,CRITICAL,256.2,64.05,0.4,1.0,0.6297,1.0,0.6955,0.3595,0.32,1.309,0.187,0,0,3,avocado_00000,optimal,optimal,fresh
40,0,leafy_greens,5.82,96.08,539.3,8.2,0.51,5.63,6.04,6.48,97.28,96.16,96.94,0.221,0,0,0,1,50.0,4.805,3.401,0.922,-1.49,0.926,1,67.87,MARGINAL,239.2,99.68,0.8354,1.0,1.0,1.0,0.8156,0.0032,0.01,0.08,0.011,0,0,1,leafy_greens_00000,optimal,optimal,fresh
55,0,leafy_greens,7.11,96.99,584.5,9.3,0.61,6.65,7.23,7.42,96.57,97.22,100.45,2.887,0,0,0,1,50.0,5.178,4.695,1.071,-2.82,0.859,2,53.75,MARGINAL,238.9,99.55,0.6879,1.0,1.0,1.0,0.7858,0.0045,0.02,0.11,0.015,0,0,1,leafy_greens_00000,optimal,optimal,fresh
